,preds,Attrition_Flag,Customer_Age,Education_Level,Income_Category,Card_Category,Credit_Limit,Avg_Utilization_Ratio,Gender
444,1,Existing Customer,53,College,$40K - $60K,Blue,2075.0,0.708,F
445,1,Existing Customer,50,Graduate,$80K - $120K,Blue,4589.0,0.0,M
446,0,Attrited Customer,52,Graduate,Less than $40K,Blue,2317.0,0.0,F
447,0,Attrited Customer,53,Uneducated,Less than $40K,Blue,1981.0,0.7659999999999999,F
448,1,Existing Customer,56,Graduate,$40K - $60K,Blue,6038.0,0.0,F
450,1,Existing Customer,49,High School,$80K - $120K,Blue,29659.0,0.039,M
451,0,Attrited Customer,54,Graduate,$60K - $80K,Blue,4320.0,0.0,M
454,1,Existing Customer,41,High School,Less than $40K,Blue,5773.0,0.0,F
455,0,Attrited Customer,53,Uneducated,$80K - $120K,Blue,4503.0,0.0,M
456,1,Existing Customer,47,Uneducated,$80K - $120K,Blue,29770.0,0.053,M
457,1,Existing Customer,46,Post-Graduate,Less than $40K,Blue,5014.0,0.381,F
458,1,Existing Customer,53,High School,Less than $40K,Blue,3445.0,0.312,F
459,1,Existing Customer,60,Graduate,$80K - $120K,Blue,23412.0,0.046,M
460,1,Existing Customer,59,Graduate,Less than $40K,Blue,3044.0,0.529,F
462,1,Existing Customer,56,Uneducated,Less than $40K,Blue,3864.0,0.428,M
464,1,Existing Customer,50,Graduate,$60K - $80K,Blue,23090.0,0.036000000000000004,M
466,1,Existing Customer,63,Graduate,$60K - $80K,Blue,14035.0,0.147,M
467,0,Attrited Customer,43,Uneducated,Less than $40K,Blue,2962.0,0.85,F
469,1,Existing Customer,61,Uneducated,$60K - $80K,Blue,2201.0,0.517,M
470,1,Existing Customer,37,Post-Graduate,Less than $40K,Blue,2061.0,0.72,F
472,1,Existing Customer,41,Uneducated,$120K +,Blue,15911.0,0.055999999999999994,M
473,0,Attrited Customer,56,College,$120K +,Blue,16867.0,0.0,M
474,1,Existing Customer,56,Graduate,$60K - $80K,Blue,2783.0,0.5479999999999999,M
475,0,Attrited Customer,52,Post-Graduate,Less than $40K,Blue,2972.0,0.0,F
476,1,Existing Customer,40,High School,$40K - $60K,Blue,5124.0,0.436,F
477,1,Existing Customer,63,Graduate,$40K - $60K,Blue,2880.0,0.82,M
478,1,Existing Customer,58,High School,$40K - $60K,Blue,5579.0,0.0,M
480,1,Existing Customer,46,Uneducated,$80K - $120K,Blue,34516.0,0.046,M
481,1,Existing Customer,37,Graduate,$40K - $60K,Blue,4394.0,0.201,F
482,1,Existing Customer,46,Graduate,$80K - $120K,Blue,18325.0,0.039,M
483,1,Existing Customer,46,Post-Graduate,Less than $40K,Blue,3773.0,0.523,F
484,1,Existing Customer,41,Graduate,$80K - $120K,Blue,21684.0,0.081,M
485,1,Existing Customer,48,High School,$40K - $60K,Blue,1919.0,0.40299999999999997,F
486,1,Existing Customer,49,Graduate,$40K - $60K,Blue,9995.0,0.171,F
487,1,Existing Customer,44,Graduate,$80K - $120K,Blue,11910.0,0.17600000000000002,M
488,1,Existing Customer,39,College,Less than $40K,Blue,2279.0,0.6709999999999999,F
489,1,Existing Customer,57,College,$40K - $60K,Blue,3539.0,0.0,M
490,1,Existing Customer,48,High School,$80K - $120K,Blue,30579.0,0.044000000000000004,M
491,1,Existing Customer,47,High School,$80K - $120K,Blue,24480.0,0.079,M
493,1,Existing Customer,54,College,Less than $40K,Blue,1638.0,0.0,F
494,1,Existing Customer,54,Graduate,$60K - $80K,Blue,2947.0,0.752,M
495,1,Existing Customer,52,High School,$80K - $120K,Blue,5738.0,0.19399999999999998,M
497,1,Existing Customer,59,College,$40K - $60K,Blue,7251.0,0.221,M
499,1,Existing Customer,56,College,Less than $40K,Blue,2641.0,0.47600000000000003,F
501,1,Existing Customer,55,High School,$80K - $120K,Blue,16794.0,0.048,M
502,1,Existing Customer,48,College,$40K - $60K,Blue,9336.0,0.179,F
503,1,Existing Customer,56,College,Less than $40K,Blue,2763.0,0.9109999999999999,F
504,1,Existing Customer,41,Uneducated,$60K - $80K,Blue,17391.0,0.06,M
505,1,Existing Customer,65,High School,Less than $40K,Blue,3198.0,0.78,F
506,1,Existing Customer,34,Post-Graduate,$80K - $120K,Blue,5100.0,0.35,M
507,1,Existing Customer,56,Post-Graduate,$60K - $80K,Blue,3955.0,0.636,M
508,1,Existing Customer,62,High School,Less than $40K,Blue,3140.0,0.632,F
510,1,Existing Customer,38,Uneducated,Less than $40K,Blue,2264.0,0.0,F
512,1,Existing Customer,58,High School,$60K - $80K,Blue,6385.0,0.24,M
513,1,Existing Customer,41,Graduate,$40K - $60K,Blue,2375.0,0.698,F
514,1,Existing Customer,33,Graduate,$60K - $80K,Blue,1963.0,0.877,M
515,1,Existing Customer,47,College,Less than $40K,Blue,4256.0,0.255,F
516,1,Existing Customer,56,Graduate,Less than $40K,Blue,5097.0,0.226,F
517,1,Existing Customer,51,Graduate,$60K - $80K,Blue,3228.0,0.78,M
521,1,Existing Customer,26,Graduate,Less than $40K,Blue,2585.0,0.7809999999999999,M
522,0,Attrited Customer,58,College,$80K - $120K,Blue,12151.0,0.14800000000000002,M
523,1,Existing Customer,46,High School,$80K - $120K,Gold,34516.0,0.061,M
524,1,Existing Customer,48,High School,$120K +,Blue,34516.0,0.028999999999999998,M
525,1,Existing Customer,42,Uneducated,$60K - $80K,Blue,5504.0,0.0,M
526,1,Existing Customer,37,Graduate,$80K - $120K,Blue,10021.0,0.12,M
528,1,Existing Customer,50,High School,$40K - $60K,Silver,19853.0,0.076,M
529,1,Existing Customer,41,High School,$40K - $60K,Blue,4969.0,0.16899999999999998,F
530,1,Existing Customer,48,Graduate,Less than $40K,Blue,3117.0,0.514,F
531,1,Existing Customer,46,College,$80K - $120K,Blue,21526.0,0.10800000000000001,M
532,1,Existing Customer,61,High School,$60K - $80K,Blue,5504.0,0.257,M
536,1,Existing Customer,51,High School,$120K +,Blue,7319.0,0.231,M
537,0,Attrited Customer,45,Graduate,$60K - $80K,Blue,1438.3,0.0,M
539,1,Existing Customer,47,Graduate,$60K - $80K,Blue,2053.0,0.0,M
540,1,Existing Customer,41,High School,$40K - $60K,Blue,12804.0,0.19699999999999998,M
541,1,Existing Customer,48,College,$80K - $120K,Blue,26443.0,0.061,M
542,1,Existing Customer,50,Graduate,Less than $40K,Blue,3125.0,0.617,F
543,1,Existing Customer,56,Post-Graduate,Less than $40K,Blue,4930.0,0.45799999999999996,F
544,1,Existing Customer,39,College,Less than $40K,Blue,9476.0,0.0,F
545,1,Existing Customer,47,Graduate,$80K - $120K,Blue,11722.0,0.142,M
546,1,Existing Customer,44,Graduate,$120K +,Blue,13301.0,0.0,M
548,0,Attrited Customer,43,Post-Graduate,Less than $40K,Blue,1438.3,0.0,F
549,0,Attrited Customer,59,High School,$60K - $80K,Blue,6705.0,0.0,M
553,1,Existing Customer,48,College,$60K - $80K,Blue,19324.0,0.054000000000000006,M
554,1,Existing Customer,44,Graduate,$40K - $60K,Blue,5331.0,0.374,M
556,1,Existing Customer,45,Graduate,$60K - $80K,Blue,17625.0,0.051,M
557,1,Existing Customer,39,Graduate,$80K - $120K,Blue,17438.0,0.0,M
559,0,Attrited Customer,62,High School,$60K - $80K,Blue,8077.0,0.0,M
560,1,Existing Customer,26,Graduate,$40K - $60K,Blue,3290.0,0.491,M
561,1,Existing Customer,60,Uneducated,Less than $40K,Blue,2402.0,0.7190000000000001,M
562,1,Existing Customer,54,Doctorate,Less than $40K,Blue,9256.0,0.21600000000000003,F
563,1,Existing Customer,62,Graduate,$60K - $80K,Blue,3674.0,0.244,M
564,0,Attrited Customer,57,College,$40K - $60K,Blue,6462.0,0.0,M
565,1,Existing Customer,59,Graduate,$40K - $60K,Blue,1638.0,0.0,M
566,1,Existing Customer,46,Graduate,$60K - $80K,Blue,4335.0,0.5720000000000001,M
567,1,Existing Customer,44,High School,$60K - $80K,Blue,3233.0,0.32,M
569,1,Existing Customer,43,Uneducated,$120K +,Silver,34516.0,0.055999999999999994,M
570,1,Existing Customer,57,Uneducated,$120K +,Blue,19802.0,0.099,M
574,1,Existing Customer,57,Graduate,$40K - $60K,Blue,10953.0,0.17800000000000002,F
575,1,Existing Customer,44,Graduate,$60K - $80K,Blue,11338.0,0.0,M
576,1,Existing Customer,47,Doctorate,Less than $40K,Blue,5544.0,0.214,F
577,1,Existing Customer,47,Doctorate,$60K - $80K,Blue,19665.0,0.036000000000000004,M
578,1,Existing Customer,50,High School,Less than $40K,Blue,2927.0,0.48200000000000004,F
579,1,Existing Customer,53,College,$40K - $60K,Blue,5146.0,0.314,F
580,0,Attrited Customer,56,College,$60K - $80K,Blue,1704.0,0.0,M
581,0,Attrited Customer,55,High School,$60K - $80K,Blue,1438.3,0.0,M
582,1,Existing Customer,53,High School,Less than $40K,Blue,2974.0,0.39299999999999996,F
584,1,Existing Customer,57,High School,$60K - $80K,Blue,2736.0,0.6659999999999999,M
585,1,Existing Customer,50,Graduate,$80K - $120K,Blue,1438.3,0.599,M
587,1,Existing Customer,52,Graduate,$120K +,Blue,34516.0,0.063,M
588,1,Existing Customer,60,Graduate,Less than $40K,Blue,1976.0,0.6629999999999999,M
589,1,Existing Customer,49,Uneducated,$80K - $120K,Blue,8714.0,0.258,M
590,1,Existing Customer,46,Doctorate,Less than $40K,Blue,8693.0,0.159,F
591,1,Existing Customer,42,Uneducated,$80K - $120K,Blue,9247.0,0.077,M
592,1,Existing Customer,45,High School,Less than $40K,Blue,7717.0,0.185,M
593,1,Attrited Customer,45,Uneducated,Less than $40K,Blue,4908.0,0.0,F
594,0,Attrited Customer,44,Doctorate,Less than $40K,Blue,7222.0,0.0,F
595,1,Existing Customer,61,Uneducated,$80K - $120K,Blue,21740.0,0.0,M
596,0,Attrited Customer,55,Uneducated,$60K - $80K,Blue,2323.0,0.0,M
600,1,Existing Customer,45,Doctorate,$80K - $120K,Blue,11710.0,0.059000000000000004,M
601,1,Existing Customer,57,High School,$40K - $60K,Blue,2278.0,0.371,F
602,1,Existing Customer,31,Uneducated,$40K - $60K,Blue,4048.0,0.275,M
603,1,Existing Customer,34,Graduate,Less than $40K,Blue,3663.0,0.506,F
604,0,Attrited Customer,53,Graduate,Less than $40K,Blue,1438.3,0.0,F
606,1,Existing Customer,44,Graduate,Less than $40K,Blue,1717.0,0.0,F
607,1,Existing Customer,50,Graduate,$80K - $120K,Blue,16813.0,0.07,M
608,1,Existing Customer,33,Post-Graduate,$80K - $120K,Blue,16434.0,0.128,M
609,1,Existing Customer,50,Graduate,$60K - $80K,Blue,21872.0,0.051,M
610,1,Existing Customer,51,High School,$80K - $120K,Blue,15897.0,0.09,M
612,1,Existing Customer,55,Graduate,Less than $40K,Blue,7361.0,0.17800000000000002,F
613,1,Existing Customer,26,College,Less than $40K,Blue,1438.3,0.33299999999999996,M
614,1,Existing Customer,42,Graduate,Less than $40K,Blue,8628.0,0.125,F
615,1,Existing Customer,54,College,$80K - $120K,Blue,18750.0,0.091,M
617,1,Existing Customer,65,Graduate,$40K - $60K,Blue,2961.0,0.53,F
619,1,Existing Customer,58,High School,$60K - $80K,Blue,8308.0,0.303,M
620,1,Existing Customer,39,Post-Graduate,$40K - $60K,Blue,3249.0,0.682,F
621,1,Existing Customer,52,High School,$120K +,Blue,2981.0,0.456,M
622,1,Existing Customer,45,Graduate,Less than $40K,Blue,8829.0,0.102,F
624,0,Attrited Customer,42,College,$60K - $80K,Blue,7340.0,0.0,M
625,1,Existing Customer,57,Post-Graduate,$120K +,Blue,16952.0,0.0,M
626,0,Attrited Customer,55,Doctorate,$80K - $120K,Blue,20865.0,0.0,M
630,1,Existing Customer,51,Graduate,$40K - $60K,Blue,12240.0,0.128,M
631,1,Existing Customer,37,Graduate,$80K - $120K,Blue,5120.0,0.0,M
632,1,Existing Customer,36,Graduate,Less than $40K,Blue,3124.0,0.51,F
633,1,Existing Customer,51,High School,Less than $40K,Silver,11261.0,0.221,F
634,1,Existing Customer,65,Uneducated,$40K - $60K,Blue,2468.0,0.8190000000000001,M
635,1,Existing Customer,43,College,$60K - $80K,Blue,22157.0,0.061,M
636,1,Existing Customer,46,Graduate,$40K - $60K,Blue,11477.0,0.0,M
637,1,Existing Customer,43,Graduate,Less than $40K,Blue,3933.0,0.217,F
638,1,Existing Customer,56,Graduate,$80K - $120K,Blue,8022.0,0.171,M
640,0,Attrited Customer,53,Graduate,$80K - $120K,Blue,30271.0,0.046,M
642,1,Existing Customer,43,Graduate,$40K - $60K,Blue,2936.0,0.81,F
643,1,Existing Customer,54,High School,$80K - $120K,Blue,1438.3,0.7879999999999999,M
645,1,Existing Customer,58,Uneducated,$40K - $60K,Blue,6175.0,0.18899999999999997,F
646,1,Existing Customer,41,Graduate,$80K - $120K,Blue,11806.0,0.153,M
647,1,Existing Customer,48,Post-Graduate,$60K - $80K,Blue,4734.0,0.20199999999999999,M
648,1,Existing Customer,55,High School,$40K - $60K,Blue,6244.0,0.40299999999999997,M
649,0,Attrited Customer,54,Graduate,Less than $40K,Blue,1438.3,0.213,F
651,1,Existing Customer,35,Graduate,$80K - $120K,Blue,23561.0,0.037000000000000005,M
652,1,Existing Customer,50,Uneducated,$80K - $120K,Blue,24742.0,0.068,M
653,1,Attrited Customer,55,High School,$80K - $120K,Blue,27560.0,0.033,M
654,1,Existing Customer,45,College,Less than $40K,Blue,5923.0,0.285,F
655,1,Existing Customer,34,Uneducated,$60K - $80K,Blue,8581.0,0.271,M
656,1,Existing Customer,55,Graduate,$40K - $60K,Blue,3156.0,0.7979999999999999,F
658,1,Existing Customer,46,Graduate,$60K - $80K,Blue,1535.0,0.456,M
659,0,Attrited Customer,61,Graduate,Less than $40K,Blue,2122.0,0.261,F
661,1,Existing Customer,51,Graduate,Less than $40K,Blue,5822.0,0.41,F
662,1,Existing Customer,39,Doctorate,$60K - $80K,Blue,3537.0,0.7120000000000001,M
663,1,Existing Customer,43,Graduate,$120K +,Blue,34516.0,0.062,M
664,1,Existing Customer,53,Graduate,$60K - $80K,Blue,16320.0,0.0,M
665,1,Existing Customer,38,High School,$80K - $120K,Blue,2407.0,0.35,M
666,1,Existing Customer,49,High School,Less than $40K,Blue,3538.0,0.0,F
668,1,Existing Customer,53,Graduate,$80K - $120K,Blue,34516.0,0.073,M
669,1,Existing Customer,46,Post-Graduate,$40K - $60K,Silver,15459.0,0.0,M
670,1,Existing Customer,44,Uneducated,Less than $40K,Blue,4307.0,0.0,F
672,1,Existing Customer,58,Uneducated,$40K - $60K,Blue,2848.0,0.515,F
673,1,Existing Customer,55,High School,$120K +,Blue,34516.0,0.037000000000000005,M
675,1,Existing Customer,57,High School,$80K - $120K,Blue,15428.0,0.10099999999999999,M
676,1,Existing Customer,57,High School,$40K - $60K,Blue,2544.0,0.757,M
677,0,Attrited Customer,48,High School,$80K - $120K,Blue,9959.0,0.0,M
678,1,Existing Customer,51,Graduate,$60K - $80K,Blue,8796.0,0.28600000000000003,M
679,1,Existing Customer,53,Uneducated,Less than $40K,Blue,3428.0,0.457,F
680,1,Existing Customer,45,Doctorate,Less than $40K,Blue,1438.3,0.0,F
681,1,Existing Customer,41,Post-Graduate,$60K - $80K,Blue,18001.0,0.05,M
682,1,Existing Customer,51,Graduate,Less than $40K,Blue,2680.0,0.654,F
683,1,Existing Customer,46,High School,Less than $40K,Blue,4675.0,0.371,F
684,1,Existing Customer,40,College,Less than $40K,Blue,2448.0,0.6920000000000001,F
685,1,Existing Customer,33,Doctorate,$60K - $80K,Blue,4049.0,0.0,M
686,1,Existing Customer,53,High School,$80K - $120K,Blue,8154.0,0.122,M
687,1,Existing Customer,63,High School,$40K - $60K,Blue,4559.0,0.345,M
688,1,Existing Customer,61,Uneducated,$80K - $120K,Blue,19354.0,0.051,M
689,1,Attrited Customer,56,High School,$60K - $80K,Blue,2340.0,0.825,M
690,1,Existing Customer,53,Graduate,$60K - $80K,Blue,13848.0,0.1,M
691,0,Attrited Customer,62,Graduate,Less than $40K,Blue,2490.0,0.20600000000000002,F
693,1,Existing Customer,37,Graduate,$60K - $80K,Blue,2578.0,0.976,M
695,0,Existing Customer,49,Uneducated,$80K - $120K,Silver,34516.0,0.0,M
697,1,Existing Customer,55,High School,$80K - $120K,Blue,6514.0,0.34700000000000003,M
698,1,Existing Customer,50,Graduate,$80K - $120K,Blue,4051.0,0.292,M
699,1,Existing Customer,48,College,$60K - $80K,Blue,11959.0,0.139,M
700,1,Existing Customer,60,Uneducated,$40K - $60K,Blue,2070.0,0.0,F
702,1,Existing Customer,47,College,$120K +,Blue,3636.0,0.278,M
703,1,Existing Customer,54,Uneducated,$60K - $80K,Blue,11067.0,0.22699999999999998,M
704,1,Existing Customer,53,Doctorate,$60K - $80K,Blue,11262.0,0.127,M
705,1,Existing Customer,56,Graduate,$40K - $60K,Blue,5108.0,0.324,F
706,1,Existing Customer,56,High School,$40K - $60K,Blue,2072.0,0.745,F
707,1,Existing Customer,41,Uneducated,$80K - $120K,Blue,4119.0,0.402,M
708,1,Existing Customer,60,Graduate,$40K - $60K,Blue,5903.0,0.226,F
710,1,Existing Customer,49,Post-Graduate,$40K - $60K,Blue,5918.0,0.142,F
711,1,Existing Customer,46,Graduate,$40K - $60K,Blue,6741.0,0.259,M
712,1,Existing Customer,36,High School,Less than $40K,Blue,3880.0,0.397,F
714,1,Existing Customer,38,High School,$80K - $120K,Blue,22149.0,0.045,M
715,1,Existing Customer,50,Graduate,$80K - $120K,Blue,34516.0,0.045,M
716,1,Existing Customer,62,Graduate,$60K - $80K,Blue,5450.0,0.177,M
719,1,Existing Customer,39,Uneducated,$40K - $60K,Blue,7723.0,0.24600000000000002,M
720,1,Existing Customer,38,College,$80K - $120K,Blue,18226.0,0.10099999999999999,M
721,1,Existing Customer,44,College,Less than $40K,Blue,8128.0,0.22699999999999998,F
722,1,Existing Customer,43,High School,$80K - $120K,Blue,5851.0,0.284,M
723,1,Existing Customer,54,Post-Graduate,$80K - $120K,Blue,10260.0,0.092,M
729,1,Existing Customer,46,Uneducated,$80K - $120K,Blue,19843.0,0.059000000000000004,M
730,1,Existing Customer,55,Post-Graduate,Less than $40K,Blue,2163.0,0.0,F
731,1,Existing Customer,52,Doctorate,$120K +,Blue,33864.0,0.028999999999999998,M
732,1,Existing Customer,39,Graduate,Less than $40K,Blue,4531.0,0.268,F
733,1,Existing Customer,42,Graduate,Less than $40K,Blue,2950.0,0.578,F
734,1,Attrited Customer,43,College,Less than $40K,Blue,7706.0,0.051,F
737,1,Existing Customer,39,College,$40K - $60K,Blue,3770.0,0.318,M
738,1,Existing Customer,50,Uneducated,$60K - $80K,Blue,10344.0,0.12300000000000001,M
739,1,Existing Customer,57,Post-Graduate,$120K +,Blue,26437.0,0.055999999999999994,M
741,1,Existing Customer,52,High School,$40K - $60K,Blue,3136.0,0.594,F
742,1,Existing Customer,43,High School,$60K - $80K,Blue,6976.0,0.0,M
743,1,Existing Customer,42,High School,$80K - $120K,Blue,21134.0,0.071,M
744,1,Existing Customer,58,Uneducated,$40K - $60K,Blue,2019.0,0.684,F
745,1,Existing Customer,42,College,$80K - $120K,Blue,34516.0,0.019,M
746,1,Existing Customer,55,Post-Graduate,$80K - $120K,Blue,9959.0,0.19,M
748,1,Existing Customer,40,Graduate,Less than $40K,Blue,2421.0,0.722,F
749,1,Existing Customer,48,Uneducated,$80K - $120K,Blue,30948.0,0.078,M
751,1,Existing Customer,33,High School,Less than $40K,Blue,8070.0,0.29100000000000004,F
752,1,Attrited Customer,58,Graduate,$40K - $60K,Blue,4085.0,0.5479999999999999,M
756,1,Existing Customer,36,College,$40K - $60K,Blue,1888.0,0.0,F
757,1,Attrited Customer,43,Uneducated,$60K - $80K,Blue,14447.0,0.0,M
761,1,Existing Customer,58,Uneducated,$80K - $120K,Blue,3785.0,0.511,M
762,1,Existing Customer,42,Graduate,$60K - $80K,Blue,2727.0,0.306,M
763,1,Existing Customer,49,Doctorate,$60K - $80K,Blue,3343.0,0.473,M
764,0,Attrited Customer,53,Uneducated,Less than $40K,Blue,9786.0,0.0,F
765,1,Existing Customer,45,High School,$40K - $60K,Blue,6407.0,0.294,F
766,1,Existing Customer,29,High School,$80K - $120K,Blue,4158.0,0.39299999999999996,M
767,1,Existing Customer,60,Doctorate,$120K +,Blue,21697.0,0.099,M
768,1,Existing Customer,50,Post-Graduate,$80K - $120K,Blue,31383.0,0.054000000000000006,M
769,1,Existing Customer,53,Doctorate,$120K +,Blue,30883.0,0.055,M
771,1,Existing Customer,50,Uneducated,Less than $40K,Blue,8520.0,0.096,F
772,1,Existing Customer,46,Doctorate,$80K - $120K,Blue,14310.0,0.048,M
774,1,Existing Customer,46,College,$120K +,Blue,7793.0,0.21899999999999997,M
776,1,Existing Customer,43,Graduate,$40K - $60K,Blue,4343.0,0.0,F
777,1,Existing Customer,54,Graduate,$120K +,Blue,2872.0,0.7090000000000001,M
779,1,Existing Customer,35,High School,$40K - $60K,Blue,2967.0,0.621,M
780,1,Existing Customer,35,Doctorate,$40K - $60K,Blue,2148.0,0.7190000000000001,M
781,1,Existing Customer,36,High School,Less than $40K,Blue,6116.0,0.41200000000000003,F
785,0,Attrited Customer,43,Doctorate,$60K - $80K,Blue,3312.0,0.0,M
786,1,Existing Customer,39,High School,$40K - $60K,Blue,9956.0,0.11199999999999999,F
787,1,Existing Customer,47,Post-Graduate,Less than $40K,Blue,3888.0,0.428,M
788,1,Existing Customer,60,Post-Graduate,$80K - $120K,Blue,30655.0,0.0,M
789,1,Existing Customer,30,High School,Less than $40K,Blue,2997.0,0.465,M
791,1,Existing Customer,52,Graduate,$120K +,Blue,3386.0,0.53,M
793,1,Existing Customer,40,Graduate,$120K +,Blue,25188.0,0.051,M
794,1,Existing Customer,36,Post-Graduate,Less than $40K,Blue,2410.0,0.7070000000000001,F
799,1,Existing Customer,62,College,Less than $40K,Blue,2378.0,0.677,F
801,1,Existing Customer,41,High School,$60K - $80K,Blue,8013.0,0.253,M
803,1,Existing Customer,30,High School,$60K - $80K,Blue,7906.0,0.20600000000000002,M
804,1,Existing Customer,46,Uneducated,$60K - $80K,Blue,11501.0,0.062,M
805,1,Existing Customer,29,Post-Graduate,$40K - $60K,Blue,13632.0,0.109,M
806,1,Existing Customer,37,Uneducated,Less than $40K,Blue,2229.0,0.8029999999999999,F
807,1,Existing Customer,51,High School,Less than $40K,Blue,5158.0,0.425,F
